,Emp_ID,Age,Gender,City,Education_Level,Salary,Designation,Total Business Value,Quarterly Rating,Target
1168,1375,48,0,0,2,44722,1,0,1,1
1169,1376,23,1,15,2,44907,1,0,1,1
1170,1378,28,0,20,1,52711,2,0,1,1
1171,1379,29,1,0,1,68975,2,0,1,0
1172,1380,28,0,8,0,77197,2,0,1,1
1173,1381,41,0,28,2,82617,3,150260,1,0
1174,1382,33,0,7,2,68259,3,0,2,0
1175,1383,28,1,10,1,88777,2,0,1,1
1176,1384,34,1,12,1,38059,1,0,2,1
1177,1385,31,0,15,1,74265,3,0,1,1
1178,1386,27,0,18,2,25458,1,0,1,1
1179,1387,35,1,6,2,51930,2,0,1,1
1180,1388,32,1,18,1,44566,2,0,1,1
1181,1390,51,1,6,1,81150,3,0,1,1
1182,1392,40,0,4,0,89118,4,1080310,2,1
1183,1393,30,1,22,2,54154,2,762380,2,0
1184,1394,36,1,17,0,57908,2,0,1,1
1185,1395,46,0,24,2,30292,1,0,1,1
1186,1396,31,1,7,0,54821,2,-533490,1,1
1187,1397,37,0,2,0,106794,3,0,1,1
1188,1398,32,0,9,0,44160,2,0,1,1
1189,1399,37,0,7,2,48576,2,347400,2,0
1190,1400,39,1,23,2,59112,2,0,1,1
1191,1401,32,0,23,0,58073,3,0,1,0
1192,1402,33,0,25,1,19072,1,0,1,1
1193,1403,36,1,0,1,64693,2,0,1,1
1194,1405,33,1,3,0,119870,3,1383690,4,0
1195,1406,33,1,20,0,80586,3,121260,1,1
1196,1407,27,1,18,0,27806,1,0,1,1
1197,1409,33,0,24,0,81561,3,0,1,1
1198,1410,25,1,24,2,44061,1,0,1,1
1199,1411,40,1,27,1,126416,3,0,2,1
1200,1412,34,1,3,0,77528,3,0,1,0
1201,1413,27,1,21,2,29181,1,106700,1,1
1202,1414,31,0,21,0,47329,2,843770,3,0
1203,1415,29,1,12,0,20641,1,0,2,1
1204,1416,32,0,8,0,55374,1,533170,2,0
1205,1417,38,1,12,2,41446,1,0,1,1
1206,1418,31,1,8,2,67679,1,0,1,1
1207,1419,34,1,15,1,17855,1,310480,1,0
1208,1421,27,1,13,0,62396,3,0,1,1
1209,1422,31,0,3,2,58946,2,602770,2,1
1210,1424,31,1,16,1,48369,2,0,1,1
1211,1425,26,1,7,1,37613,1,0,1,1
1212,1426,37,1,0,0,98220,3,644670,2,0
1213,1428,27,1,11,1,90585,3,553640,3,0
1214,1429,33,0,26,0,70900,1,0,1,1
1215,1430,31,0,25,1,19433,2,0,1,1
1216,1431,37,0,26,0,52963,2,0,1,1
1217,1432,34,1,18,1,29365,2,804820,3,0
1218,1433,25,1,7,1,57678,3,798670,2,0
1219,1434,37,1,13,0,57744,3,0,1,0
1220,1435,25,0,6,2,19020,1,0,1,1
1221,1436,25,1,27,1,64128,2,0,1,1
1222,1437,34,0,22,2,56060,2,200000,1,0
1223,1438,37,1,1,1,63819,3,966790,2,0
1224,1439,31,0,26,0,49664,1,0,1,1
1225,1441,28,1,1,0,78906,2,0,1,1
1226,1442,27,1,4,1,54126,2,0,1,1
1227,1443,36,0,18,0,48540,2,0,1,1
1228,1444,29,0,25,2,27216,1,194020,3,1
1229,1446,39,0,27,2,119932,4,1048600,2,0
1230,1447,45,1,21,2,56478,3,1900270,4,0
1231,1448,36,0,27,1,57087,2,0,1,0
1232,1449,26,0,1,1,36529,1,0,1,0
1233,1450,30,0,25,0,33246,2,0,1,1
1234,1451,25,0,17,0,61502,1,0,1,1
1235,1452,31,1,16,2,61218,1,0,3,1
1236,1453,31,1,12,1,34593,1,0,2,1
1237,1454,33,1,22,2,135337,3,0,1,0
1238,1455,30,1,8,0,55718,2,0,1,1
1239,1456,32,1,28,0,54906,2,0,1,1
1240,1457,35,1,3,0,48050,3,0,1,1
1241,1458,28,0,8,2,41971,2,0,1,1
1242,1459,34,1,17,2,70994,2,0,1,1
1243,1461,46,1,1,1,39841,2,0,2,1
1244,1462,27,0,9,2,58278,2,0,1,0
1245,1463,42,1,11,0,38105,1,351000,2,1
1246,1464,48,0,17,2,69141,2,0,3,1
1247,1465,34,1,8,1,45180,3,0,1,1
1248,1466,42,1,11,0,45183,2,0,1,1
1249,1468,31,1,12,0,66779,3,709210,1,0
1250,1469,28,1,28,1,44091,1,0,2,1
1251,1470,30,1,20,1,47565,1,340380,2,1
1252,1471,36,1,19,0,43690,1,101690,1,1
1253,1472,41,0,14,2,107368,4,300000,1,1
1254,1473,41,1,18,1,94171,3,0,1,1
1255,1474,27,1,19,0,25207,2,0,1,1
1256,1475,28,1,13,0,104567,3,6529550,4,0
1257,1476,33,1,5,0,39422,2,0,1,1
1258,1477,30,1,27,2,110542,4,0,1,1
1259,1479,37,1,24,1,50436,3,0,1,1
1260,1480,29,0,17,1,39635,2,0,1,1
1261,1481,36,0,11,0,16688,1,0,1,1
1262,1482,38,0,19,0,50211,3,0,1,1
1263,1483,24,0,4,2,40408,1,0,1,1
1264,1484,46,1,11,1,101198,4,3028510,3,0
1265,1485,25,1,13,0,46010,1,0,1,1
1266,1486,45,0,6,1,81172,4,525960,1,0
1267,1487,30,1,18,2,23299,1,0,2,1
1268,1489,29,1,27,0,39403,2,461200,3,0
1269,1490,39,0,13,1,71142,2,0,1,1
1270,1491,26,1,12,0,56936,2,0,1,1
1271,1492,42,1,0,1,130279,3,0,1,1
1272,1493,27,1,10,2,64476,1,0,1,1
1273,1494,32,0,9,1,34356,1,0,1,1
1274,1495,30,1,14,2,97212,2,289800,2,0
1275,1498,28,0,3,1,49570,2,0,1,1
1276,1500,31,1,9,2,86551,3,0,1,1
1277,1501,38,1,24,2,73316,3,0,1,0
1278,1502,35,0,13,2,64780,2,0,1,1
1279,1504,50,1,27,2,31555,2,468800,3,0
1280,1505,27,0,14,0,69831,3,1052990,2,0
1281,1506,31,0,5,0,57107,1,0,1,1
1282,1507,39,0,10,2,60780,2,0,1,1
1283,1508,33,1,15,1,108452,3,119140,1,1
1284,1509,35,1,19,0,79222,2,0,1,1
1285,1510,28,0,7,0,92375,3,605370,3,0
1286,1512,32,1,15,0,49957,2,0,1,1
1287,1513,25,0,20,1,19448,2,0,1,1
1288,1514,32,1,12,1,54667,3,640640,1,0
1289,1515,36,1,16,2,84573,3,0,1,0
1290,1516,35,0,3,2,75453,2,0,2,1
1291,1517,42,0,2,2,125545,3,0,1,1
1292,1518,36,0,6,2,113064,3,300210,1,0
1293,1520,32,1,24,2,64559,2,0,1,1
1294,1521,31,1,12,0,31401,1,0,1,0
1295,1522,30,0,25,2,64606,2,0,1,1
1296,1523,28,0,11,2,35116,1,0,1,1
1297,1524,35,0,4,1,44784,2,0,1,1
1298,1525,28,0,4,1,61884,2,255030,1,1
1299,1526,34,1,0,2,60087,1,1000620,3,0
1300,1527,31,1,24,2,82042,2,196920,1,0
1301,1528,42,1,17,2,76707,2,0,1,1
1302,1529,37,0,24,1,20523,1,0,1,0
1303,1530,27,1,12,2,44841,1,0,1,1
1304,1531,31,1,17,2,46001,2,0,1,1
1305,1532,37,1,11,0,48555,2,738850,2,0
1306,1533,32,0,14,1,74305,3,0,1,1
1307,1534,30,0,18,1,96076,3,0,1,1
1308,1536,27,1,6,2,39731,1,0,1,1
1309,1540,32,1,24,2,44949,2,700000,2,1
1310,1541,40,1,23,1,48956,1,104380,2,1
1311,1542,39,0,25,1,42300,1,0,1,1
1312,1543,44,1,23,0,31948,1,0,1,1
1313,1544,37,1,4,0,90123,2,0,1,1
1314,1547,33,0,4,2,57863,2,84740,1,1
1315,1548,28,1,12,0,35090,1,0,1,1
1316,1549,36,0,13,0,95945,3,955990,3,0
1317,1550,30,1,11,0,25552,2,483680,1,0
1318,1553,45,0,0,1,24821,1,-151340,1,1
1319,1555,29,1,15,0,42317,1,0,2,1
1320,1556,31,0,18,1,21762,1,0,1,1
1321,1557,32,1,3,2,47379,1,0,1,1
1322,1558,31,1,14,1,34561,2,0,1,1
1323,1559,38,0,5,2,62853,1,0,1,1
1324,1560,37,1,26,0,44999,2,150220,2,1
1325,1561,31,1,17,1,30292,1,0,1,0
1326,1562,25,0,8,2,31361,1,0,1,1
1327,1563,42,0,19,2,35176,2,710480,3,0
1328,1565,36,0,28,0,30310,1,0,1,1
1329,1566,31,0,25,1,59451,3,0,1,1
1330,1567,36,1,14,0,46726,3,0,1,1
1331,1568,34,1,12,0,70455,2,0,1,0
1332,1569,25,1,13,2,56760,1,0,1,1
1333,1570,33,0,13,2,72503,2,0,1,1
1334,1571,23,1,7,2,54632,1,0,1,1
1335,1572,30,1,27,1,21245,2,0,1,1
1336,1573,30,0,27,0,62349,2,2315020,4,0
1337,1574,27,1,5,1,72839,2,0,1,1
1338,1575,34,1,6,2,111621,3,0,1,1
1339,1576,29,1,18,2,71740,3,1067760,2,1
1340,1577,32,0,16,1,43963,2,0,1,1
1341,1578,42,1,4,2,54922,2,0,1,1
1342,1579,24,1,1,1,32779,1,1200000,4,0
1343,1580,27,1,19,1,23149,2,0,1,1
1344,1581,29,1,6,1,25873,1,0,1,1
1345,1582,39,1,22,0,52711,2,0,2,1
1346,1583,27,0,7,1,12456,1,0,1,1
1347,1585,48,1,26,0,117644,4,151200,1,1
1348,1586,30,0,25,1,75643,2,0,1,0
1349,1587,46,0,12,1,48111,2,0,1,1
1350,1588,42,1,24,0,84516,2,900410,3,0
1351,1589,39,1,6,2,55037,3,0,1,1
1352,1590,31,0,8,1,38396,2,0,1,1
1353,1591,28,1,10,0,43897,2,0,1,1
1354,1592,25,0,21,2,58051,1,409680,3,0
1355,1593,27,1,20,1,49886,2,0,1,1
1356,1594,33,1,12,0,76101,3,0,1,0
1357,1595,29,1,14,0,27572,1,354940,3,1
1358,1597,38,0,8,0,54600,2,482600,2,1
1359,1598,35,1,12,2,95284,4,320320,1,0
1360,1599,30,0,28,2,108812,3,0,1,0
1361,1600,37,1,5,2,83083,3,0,1,1
1362,1601,31,1,3,1,59932,2,0,1,1
1363,1602,38,1,1,1,22645,1,0,1,1
1364,1603,28,0,12,2,66465,1,0,1,1
1365,1605,42,1,7,1,50832,1,535830,3,0
1366,1606,44,0,3,0,99127,3,652300,3,0
1367,1607,26,1,6,2,77477,3,0,1,1
1368,1609,22,0,24,1,12987,1,0,1,1
1369,1610,38,1,26,0,116218,4,406410,1,1
1370,1611,31,1,23,0,23537,1,0,1,1
1371,1612,35,1,19,1,69697,2,0,1,1
1372,1613,33,1,18,1,45531,2,0,1,1
1373,1614,42,1,19,0,20797,2,0,1,1
1374,1616,44,1,5,0,100297,5,0,1,1
1375,1617,34,1,22,2,45153,1,0,1,1
1376,1618,29,1,0,0,56985,2,0,1,0
1377,1619,33,0,7,1,44706,2,0,1,0
1378,1621,27,1,17,2,29043,1,0,4,1
1379,1622,35,1,12,1,21412,2,0,1,0
1380,1623,37,1,24,2,94437,3,285760,2,0
1381,1624,30,0,4,0,72989,3,0,1,1
1382,1625,40,1,21,2,56380,3,164520,1,0
1383,1626,40,1,0,2,113174,4,0,1,0
1384,1627,31,1,0,0,34473,2,0,1,1
1385,1628,37,1,19,1,35189,3,0,1,1
1386,1629,38,1,3,1,112424,4,242610,1,0
1387,1630,35,0,20,0,98568,2,0,1,1
1388,1631,23,0,25,2,71984,3,0,1,1
1389,1632,36,0,22,0,81876,2,0,1,0
1390,1633,31,0,21,1,52126,2,658120,3,0
1391,1634,23,0,13,0,40818,1,0,1,0
1392,1635,29,1,12,1,13417,1,0,1,1
1393,1636,32,1,3,2,61712,3,0,1,1
1394,1637,34,0,0,2,68209,3,412000,1,0
1395,1638,33,0,11,0,122837,3,2336400,4,1
1396,1639,47,1,27,0,50533,1,0,1,1
1397,1640,28,1,20,0,88169,3,0,2,1
1398,1642,50,1,21,2,55774,2,1852860,3,0
1399,1643,36,1,17,0,47992,1,0,1,1
1400,1644,48,0,28,0,105513,4,912620,1,0
1401,1645,25,1,22,1,15822,1,-150530,1,1
1402,1646,33,0,0,2,74903,3,0,1,1
1403,1647,26,1,22,2,36114,1,0,1,1
1404,1650,31,0,15,1,34600,2,0,1,0
1405,1651,43,1,9,1,21942,1,500000,2,1
1406,1652,33,1,22,0,127193,3,262260,2,0
1407,1653,32,0,10,1,16486,1,0,1,1
1408,1655,34,0,2,0,43252,2,977790,3,0
1409,1657,40,1,1,1,100892,4,1100650,2,0
1410,1658,30,0,14,2,34234,1,301330,2,0
1411,1659,25,0,14,0,60688,2,0,1,1
1412,1661,43,1,12,0,21898,1,0,1,1
1413,1662,43,0,0,1,120954,3,2657260,3,0
1414,1663,36,1,24,2,59481,2,0,1,0
1415,1664,52,0,19,0,91839,4,498020,2,1
1416,1665,35,1,3,0,52175,2,255480,2,1
1417,1666,34,1,13,0,42844,2,2061300,4,0
1418,1667,42,1,21,0,58534,3,0,1,1
1419,1668,33,0,6,1,52635,2,200960,1,0
1420,1669,22,1,17,1,11068,1,0,1,1
1421,1670,34,0,0,0,24875,1,184910,2,0
1422,1671,29,0,28,1,62689,3,0,1,1
1423,1672,37,0,5,0,115978,4,0,1,1
1424,1673,52,0,5,2,81784,2,100060,1,1
1425,1674,34,0,0,2,21627,1,102910,1,1
1426,1675,42,0,5,2,53930,1,0,1,1
1427,1676,36,0,19,2,70831,2,247390,2,0
1428,1677,33,0,1,2,123255,2,0,4,1
1429,1678,34,1,7,1,41305,2,400160,2,0
1430,1679,36,1,3,2,55285,2,203180,2,0
1431,1680,32,0,28,0,65299,2,0,1,1
1432,1681,29,1,9,2,40325,1,0,1,1
1433,1682,24,1,16,2,48711,2,0,2,1
1434,1683,40,0,28,1,100798,3,261190,2,1
1435,1685,34,0,17,0,56916,1,0,1,1
1436,1686,34,1,6,1,30959,1,0,1,1
1437,1687,33,1,22,2,45207,1,0,1,1
1438,1688,28,1,20,2,65448,2,0,1,1
1439,1689,36,0,22,2,50809,3,0,1,1
1440,1690,35,1,20,0,87794,3,145300,1,1
1441,1692,34,1,22,2,82666,3,0,1,1
1442,1693,34,0,13,0,48656,2,0,2,1
1443,1694,29,1,6,0,61789,2,564700,4,0
1444,1695,34,1,11,2,94933,3,0,1,1
1445,1696,43,0,27,2,51246,2,0,1,0
1446,1697,27,0,5,1,57627,1,0,1,1
1447,1699,31,0,13,1,14166,1,0,1,1
1448,1701,32,0,28,1,17234,1,0,1,1
1449,1702,39,1,22,1,45148,2,0,1,1
1450,1703,27,0,11,1,39434,1,0,1,1
1451,1704,30,0,9,0,114651,3,-485180,3,1
1452,1706,30,0,7,2,104897,3,0,1,0
1453,1707,35,0,25,1,21129,1,1171240,3,0
1454,1708,25,1,10,1,57063,2,0,1,0
1455,1709,34,1,8,1,35823,1,0,1,1
1456,1710,43,0,26,0,121239,3,1544540,3,0
1457,1712,27,1,9,0,104754,3,193680,1,0
1458,1714,28,1,18,0,39559,2,334800,3,0
1459,1715,29,1,15,1,66935,2,0,1,1
1460,1716,32,0,26,1,89503,4,0,1,1
1461,1717,24,1,11,2,27693,1,0,1,1
1462,1718,36,0,18,1,95658,4,0,1,1
1463,1719,46,0,22,1,44497,1,311670,2,1
1464,1720,33,1,21,1,73122,3,-291920,1,1
1465,1721,37,0,24,1,26206,2,0,1,1
1466,1722,42,1,19,2,76806,3,120030,1,1
1467,1723,30,1,0,0,29283,1,0,1,0
1468,1724,39,1,0,0,56536,2,452950,2,0
1469,1725,25,1,11,1,47565,2,0,1,0
1470,1726,29,1,27,0,39121,1,0,1,1
1471,1727,34,1,0,1,29359,1,0,1,1
1472,1728,40,1,16,2,43047,2,0,1,1
1473,1729,39,0,2,1,96317,3,670440,2,1
1474,1730,42,1,28,1,51579,1,0,1,1
1475,1731,29,0,20,1,61343,5,0,1,1
1476,1732,39,0,1,0,42723,1,0,1,1
1477,1733,43,1,27,2,41276,1,1250290,3,0
1478,1734,25,1,10,2,22575,1,0,1,1
1479,1735,31,1,13,0,91787,3,0,1,1
1480,1736,32,1,19,0,49122,1,0,1,1
1481,1737,29,1,1,0,31773,1,0,1,1
1482,1738,29,1,18,0,53928,1,350000,1,1
1483,1739,30,1,26,0,56867,2,0,1,1
1484,1740,27,0,14,2,53857,1,0,1,0
1485,1741,39,1,3,0,95139,3,2048830,4,0
1486,1742,32,0,19,2,95822,3,0,1,1
1487,1743,38,1,9,1,45163,2,29500,1,1
1488,1744,23,1,14,1,47072,1,0,1,1
1489,1745,31,1,9,2,149637,4,1953980,2,0
1490,1746,51,0,3,2,38478,2,584110,2,1
1491,1749,32,0,0,2,33681,1,0,1,1
1492,1751,30,1,24,2,60847,2,0,1,1
1493,1752,35,0,6,0,80094,3,164050,1,0
1494,1753,41,1,4,1,47598,1,568900,3,0
1495,1754,25,0,1,2,42975,1,0,1,1
1496,1755,29,1,11,0,37995,2,0,1,1
1497,1756,42,0,4,0,51016,3,0,1,1
1498,1757,35,0,22,0,31500,1,0,1,1
1499,1758,40,1,19,2,67685,3,0,1,0
1500,1759,31,1,20,2,22738,1,0,1,1
1501,1760,31,1,23,0,30996,1,116440,1,1
1502,1761,39,1,12,2,149354,5,0,1,1
1503,1763,22,0,3,1,33042,1,0,1,1
1504,1764,39,1,26,2,76804,3,0,1,0
1505,1766,32,1,12,0,23221,3,0,1,0
1506,1769,33,1,11,2,45609,1,365630,1,1
1507,1770,38,0,23,2,92440,4,150370,1,0
1508,1771,34,0,6,1,40685,2,0,1,1
1509,1773,27,0,2,2,81385,2,0,1,1
1510,1774,35,1,15,2,83242,2,0,1,1
1511,1775,37,0,9,0,85332,3,0,1,0
1512,1776,37,1,2,2,73566,2,689860,4,0
1513,1778,29,1,22,2,47980,2,243470,1,1
1514,1779,28,1,22,1,59205,1,0,1,1
1515,1781,39,1,17,2,91064,3,0,1,1
1516,1782,40,0,9,0,101227,3,150340,2,0
1517,1783,45,1,5,1,54718,3,1727890,4,0
1518,1784,30,0,15,2,58671,2,300820,2,1
1519,1785,31,1,19,0,67067,3,0,1,1
1520,1786,24,1,28,0,63577,1,0,2,1
1521,1788,32,0,23,0,49696,2,0,1,1
1522,1789,31,1,17,0,22875,1,0,1,1
1523,1791,41,1,21,0,54377,2,0,1,0
1524,1792,39,1,18,1,61613,3,0,2,1
1525,1793,28,0,16,2,48734,2,784720,2,0
1526,1795,29,1,5,0,60764,3,0,1,1
1527,1796,38,1,25,2,62204,2,0,1,1
1528,1797,25,1,27,0,45526,1,0,1,1
1529,1800,32,1,22,0,35542,2,0,1,1
1530,1801,26,0,7,0,57714,1,0,2,0
1531,1802,25,1,9,2,26520,2,0,1,0
1532,1803,34,1,22,2,52914,1,0,1,1
1533,1804,31,1,6,2,86813,3,300830,1,0
1534,1805,40,1,10,1,59636,3,245280,1,0
1535,1807,29,1,11,0,16581,1,341060,1,0
1536,1808,52,1,25,0,65754,3,0,1,1
1537,1809,38,1,14,0,75835,4,0,1,1
1538,1810,36,1,4,1,90743,3,0,1,1
1539,1811,37,1,28,2,66631,2,457990,2,0
1540,1812,35,0,15,1,51267,3,0,1,0
1541,1813,44,1,5,2,88204,4,0,1,1
1542,1814,27,0,23,1,125011,4,0,1,1
1543,1815,32,1,22,0,44108,2,439490,2,0
1544,1816,27,0,26,1,53920,1,0,1,1
1545,1817,41,0,27,0,64154,3,572780,2,0
1546,1818,30,1,17,2,25579,2,0,1,1
1547,1819,23,1,7,0,30342,1,0,1,1
1548,1820,37,0,12,0,57083,2,0,1,1
1549,1823,44,1,17,1,46309,2,150140,2,1
1550,1824,22,1,18,1,27023,1,0,1,1
1551,1825,51,1,4,1,11943,1,0,1,1
1552,1826,32,1,26,0,145483,3,0,1,1
1553,1828,34,1,7,1,46866,3,544850,2,0
1554,1829,32,0,11,0,53181,1,0,1,1
1555,1830,33,1,25,1,30044,1,915160,3,0
1556,1831,38,1,24,0,42960,3,232800,1,0
1557,1832,41,1,23,2,136307,5,100370,1,1
1558,1834,39,1,8,1,39994,2,0,1,1
1559,1835,28,1,0,2,42507,2,0,1,1
1560,1836,34,0,12,1,48546,2,0,1,0
1561,1837,30,1,6,1,80368,2,1500000,4,0
1562,1838,28,0,26,2,22095,1,0,1,1
1563,1839,38,1,11,1,15861,1,0,1,0
1564,1840,31,0,25,0,38183,3,1442530,4,0
1565,1841,33,1,16,1,123565,3,735010,2,0
1566,1842,28,0,15,1,68837,2,0,1,1
1567,1843,35,1,25,1,113857,3,0,1,1
1568,1844,42,0,0,0,17476,1,0,1,1
1569,1845,30,1,28,2,45811,2,0,1,1
1570,1846,39,0,22,0,41504,2,0,1,1
1571,1847,33,0,16,0,26160,1,258240,2,1
1572,1848,28,1,4,2,40671,1,0,1,1
1573,1849,33,1,25,2,53062,2,0,1,1
1574,1850,34,0,12,2,80779,2,0,2,1
1575,1851,41,0,13,1,54180,2,0,1,1
1576,1852,55,1,22,0,76029,3,251040,4,0
1577,1853,27,1,21,2,140833,4,0,1,1
1578,1854,44,1,13,1,53355,2,400000,2,1
1579,1855,30,1,8,2,54971,2,0,1,1
1580,1856,50,0,0,0,59431,4,153410,3,1
1581,1858,27,0,20,2,48860,1,500000,2,0
1582,1859,35,1,14,1,37209,1,1018850,4,0
1583,1860,35,1,5,0,37704,2,0,1,1
1584,1861,39,1,7,1,41796,1,0,1,1
1585,1862,44,0,17,1,55815,2,0,1,1
1586,1863,29,1,19,0,78511,2,0,1,1
1587,1864,34,0,21,0,85688,3,895380,3,0
1588,1865,41,1,2,2,51764,2,0,1,1
1589,1866,33,1,3,0,38416,1,0,1,1
1590,1867,26,0,12,2,90560,3,0,1,1
1591,1868,43,0,19,1,78444,3,0,1,1
1592,1869,33,0,13,0,127737,3,485520,2,0
1593,1871,29,1,24,1,42573,2,161700,2,0
1594,1872,36,0,3,1,63739,3,0,1,1
1595,1873,33,0,27,1,53926,2,0,1,0
1596,1874,38,1,18,0,55601,2,327020,3,0
1597,1875,45,0,11,2,74090,3,1290830,4,0
1598,1876,38,1,6,0,18948,1,0,1,1
1599,1877,40,0,18,1,126742,5,0,1,1
1600,1878,30,0,25,1,43578,2,0,1,1
1601,1879,46,1,13,0,77647,3,0,1,1
1602,1880,33,0,5,1,66854,2,0,1,0
1603,1882,33,1,8,0,52471,3,197000,2,1
1604,1883,34,0,3,1,53123,3,-484900,1,1
1605,1884,30,1,16,0,44443,1,391240,2,0
1606,1886,30,1,7,0,18192,1,0,1,1
1607,1887,33,1,12,0,27895,2,0,1,1
1608,1888,27,0,12,1,41255,2,0,1,0
1609,1889,30,0,1,1,39830,2,0,1,1
1610,1890,32,0,5,0,79599,3,0,1,1
1611,1891,33,0,19,0,79239,3,0,1,1
1612,1892,44,1,10,2,67732,2,1402370,4,0
1613,1893,39,1,18,0,132819,5,0,1,0
1614,1894,33,0,26,2,51264,3,0,1,0
1615,1895,26,1,20,2,33721,1,0,1,1
1616,1896,41,0,6,1,71593,2,0,1,1
1617,1897,33,1,7,2,123750,4,999000,1,1
1618,1898,37,1,7,1,36230,3,0,1,1
1619,1899,30,1,6,2,57581,1,0,1,1
1620,1900,30,1,4,1,24538,1,0,1,1
1621,1901,28,1,2,2,96265,3,0,1,1
1622,1902,35,0,28,1,39246,2,0,1,1
1623,1904,27,1,5,1,29148,2,0,1,1
1624,1905,29,1,24,2,68418,3,0,1,1
1625,1906,34,1,15,0,76092,3,0,1,1
1626,1908,27,0,27,1,29660,2,0,1,1
1627,1909,31,0,13,2,36661,3,500000,2,1
1628,1911,41,0,6,2,96143,3,0,1,1
1629,1912,25,0,0,1,74589,3,0,1,1
1630,1913,34,1,18,1,32285,2,0,1,1
1631,1914,32,1,22,2,48010,1,590690,2,0
1632,1916,37,0,7,2,34619,1,0,1,1
1633,1917,31,1,23,2,27867,1,0,1,1
1634,1918,31,0,13,1,73070,3,2191670,4,0
1635,1919,33,1,13,2,41169,3,0,1,1
1636,1922,27,1,12,0,25605,2,0,1,1
1637,1924,31,0,1,0,73534,2,575230,2,0
1638,1925,27,1,23,0,63402,2,0,1,0
1639,1926,30,1,18,2,29575,1,0,1,1
1640,1927,42,1,12,1,32043,3,0,1,1
1641,1928,29,1,4,0,69939,3,0,1,1
1642,1929,31,1,28,2,66923,2,207840,2,0
1643,1930,37,1,21,0,67317,2,0,1,1
1644,1932,28,0,26,0,63898,2,0,1,1
1645,1933,32,0,16,1,40086,1,0,1,1
1646,1934,26,1,26,2,52518,2,0,1,1
1647,1935,32,1,27,1,60214,1,0,2,1
1648,1936,26,1,14,0,25818,1,592260,3,0
1649,1937,27,1,20,0,78057,3,0,1,1
1650,1938,36,1,6,2,83455,3,0,1,1
1651,1939,28,0,0,2,55315,2,0,1,1
1652,1941,28,0,26,2,58533,2,1030400,3,1
1653,1942,36,0,19,0,61994,2,0,1,1
1654,1944,46,0,2,0,19072,1,0,1,1
1655,1947,32,0,19,1,41973,2,0,1,1
1656,1948,27,1,22,0,29520,1,0,1,1
1657,1949,31,0,22,0,88909,3,0,1,1
1658,1950,26,0,22,1,28506,2,0,1,1
1659,1951,30,1,21,1,44512,3,0,1,1
1660,1952,28,1,1,2,34020,1,0,1,1
1661,1954,31,1,28,1,49213,1,0,1,1
1662,1955,29,1,22,0,79676,3,0,1,0
1663,1956,36,1,5,0,77645,3,0,1,0
1664,1957,38,0,13,1,25678,2,687700,3,0
1665,1958,28,0,17,1,32250,1,257950,1,0
1666,1959,36,1,18,2,40099,1,719540,2,1
1667,1960,30,0,0,1,59169,2,0,1,1
1668,1962,29,1,6,2,59078,3,0,2,0
1669,1963,32,1,2,1,46860,2,0,1,1
1670,1965,36,1,10,0,40118,3,878140,2,0
1671,1967,41,1,21,1,28059,1,0,1,1
1672,1968,40,1,6,0,55836,1,326470,2,0
1673,1970,24,1,12,0,40996,2,0,1,1
1674,1971,25,1,7,1,45593,2,0,1,0
1675,1972,29,0,9,1,44137,1,159120,1,0
1676,1973,36,1,5,0,52011,1,0,1,1
1677,1975,36,0,11,0,21043,1,0,1,1
1678,1976,31,0,12,2,51181,2,0,1,1
1679,1977,36,0,27,1,26145,1,182390,2,0
1680,1978,41,1,8,1,12553,1,0,1,1
1681,1979,33,1,17,0,18642,1,0,1,1
1682,1980,36,1,21,1,42383,3,164520,1,0
1683,1981,39,0,19,2,60415,2,1300320,3,0
1684,1982,34,0,0,0,81936,2,158530,2,0
1685,1983,49,0,15,2,76531,2,0,1,1
1686,1984,35,1,26,0,56702,2,0,1,1
1687,1987,25,1,23,2,67394,2,0,1,1
1688,1988,39,1,16,1,72499,3,-302520,1,1
1689,1989,37,1,26,2,76388,3,904310,2,0
1690,1990,22,1,20,1,48097,1,0,2,1
1691,1991,30,1,12,2,76425,2,0,1,1
1692,1992,35,0,18,2,28498,1,0,2,1
1693,1993,32,1,13,1,74953,2,0,1,1
1694,1994,37,1,1,0,46345,3,0,1,1
1695,1995,34,1,24,1,54291,1,0,1,1
1696,1996,37,1,4,0,48436,1,0,1,1
1697,1997,35,1,2,0,42408,2,0,1,1
1698,1998,36,1,6,1,32523,2,0,1,1
1699,1999,28,0,10,0,30258,1,0,1,0
1700,2000,25,1,5,2,46866,1,0,1,1
1701,2001,27,0,15,0,39471,1,0,1,1
1702,2002,35,1,25,0,98821,4,291210,1,1
1703,2003,26,0,19,0,54056,2,0,1,1
1704,2005,25,1,4,2,58320,1,200000,1,1
1705,2007,27,0,7,1,85803,3,0,1,1
1706,2008,35,0,19,1,30840,2,1576370,4,0
1707,2009,28,0,1,1,60796,1,0,1,1
1708,2010,32,1,17,0,34692,2,0,1,1
1709,2012,28,1,22,0,70916,2,518670,1,0
1710,2013,37,0,12,2,59274,1,0,2,1
1711,2014,31,0,27,2,60967,2,156000,2,0
1712,2015,33,0,14,2,58203,1,0,1,1
1713,2016,24,0,0,2,24906,2,0,1,1
1714,2017,44,1,23,0,53521,2,0,2,1
1715,2018,25,1,13,1,29719,2,0,1,0
1716,2019,40,0,7,0,64781,2,0,2,1
